sym,goid,goLabel
ADORA1,GO_1900272,negative regulation of long-term synaptic potentiation
DRD2,GO_1900273,positive regulation of long-term synaptic potentiation
ADORA2A,GO_1900273,positive regulation of long-term synaptic potentiation
NFE2L2,GO_1900407,regulation of cellular response to oxidative stress
ADRB2,GO_1900451,positive regulation of glutamate receptor signaling pathway
HSPA1A,GO_1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
ADRB2,GO_1901098,positive regulation of autophagosome maturation
TIMP1,GO_1901164,negative regulation of trophoblast cell migration
PPARG,GO_1901202,negative regulation of extracellular matrix assembly
TGFB1,GO_1901203,positive regulation of extracellular matrix assembly
EZR,GO_1901222,regulation of non-canonical NF-kappaB signal transduction
TNF,GO_1901224,positive regulation of non-canonical NF-kappaB signal transduction
HGF,GO_1901299,negative regulation of hydrogen peroxide-mediated programmed cell death
FOXO3,GO_1901300,positive regulation of hydrogen peroxide-mediated programmed cell death
IL2,GO_1901327,response to tacrolimus
CEBPB,GO_1901329,regulation of odontoblast differentiation
SERPINE1,GO_1901331,positive regulation of odontoblast differentiation
CYP1A1,GO_1901497,response to diphenyl ether
SREBF1,GO_1901524,regulation of mitophagy
TSPO,GO_1901525,negative regulation of mitophagy
CD40,GO_1901652,response to peptide
TIMP1,GO_1901653,cellular response to peptide
NR3C1,GO_1901654,response to ketone
SIRT3,GO_1901671,positive regulation of superoxide dismutase activity
HSPA1A,GO_1901673,regulation of mitotic spindle assembly
ESR1,GO_1901701,cellular response to oxygen-containing compound
ICAM1,GO_1901701,cellular response to oxygen-containing compound
ESR2,GO_1901701,cellular response to oxygen-containing compound
CD38,GO_1901847,nicotinate metabolic process
EGR1,GO_1901875,positive regulation of post-translational protein modification
CCND1,GO_1901992,positive regulation of mitotic cell cycle phase transition
TNF,GO_1902004,positive regulation of amyloid-beta formation
CASP3,GO_1902004,positive regulation of amyloid-beta formation
NFE2L2,GO_1902037,negative regulation of hematopoietic stem cell differentiation
SERPINE1,GO_1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
ICAM1,GO_1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
TNF,GO_1902065,response to L-glutamate
TGFB1,GO_1902074,response to salt
IL2,GO_1902107,positive regulation of leukocyte differentiation
EZR,GO_1902115,regulation of organelle assembly
NFE2L2,GO_1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
CD40,GO_1902216,positive regulation of interleukin-4-mediated signaling pathway
CSF1,GO_1902228,positive regulation of macrophage colony-stimulating factor signaling pathway
CREB3,GO_1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
HSPA1A,GO_1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
XBP1,GO_1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
BCL2L11,GO_1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
DDIT3,GO_1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
MYC,GO_1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
SLC22A1,GO_1902270,(R)-carnitine transmembrane transport
TNFRSF1A,GO_1902339,positive regulation of apoptotic process involved in morphogenesis
TGFB1,GO_1902462,positive regulation of mesenchymal stem cell proliferation
SLC6A2,GO_1902476,chloride transmembrane transport
IL6,GO_1902512,positive regulation of apoptotic DNA fragmentation
BAX,GO_1902512,positive regulation of apoptotic DNA fragmentation
CASP3,GO_1902512,positive regulation of apoptotic DNA fragmentation
BAX,GO_1902531,regulation of intracellular signal transduction
PTEN,GO_1902533,positive regulation of intracellular signal transduction
SIRT3,GO_1902553,positive regulation of catalase activity
SRC,GO_1902564,negative regulation of neutrophil activation
TNF,GO_1902565,positive regulation of neutrophil activation
SLC22A1,GO_1902616,O-acyl-L-carnitine transmembrane transport
COL1A1,GO_1902617,response to fluoride
COL1A1,GO_1902618,cellular response to fluoride
FGF2,GO_1902748,positive regulation of lens fiber cell differentiation
CDKN1A,GO_1902806,regulation of cell cycle G1/S phase transition
PTEN,GO_1902807,negative regulation of cell cycle G1/S phase transition
GLI1,GO_1902808,positive regulation of cell cycle G1/S phase transition
TGFB1,GO_1902893,regulation of miRNA transcription
TGFB1,GO_1902894,negative regulation of miRNA transcription
ESR1,GO_1902894,negative regulation of miRNA transcription
RARA,GO_1902894,negative regulation of miRNA transcription
PPARG,GO_1902894,negative regulation of miRNA transcription
PPARA,GO_1902894,negative regulation of miRNA transcription
HIF1A,GO_1902894,negative regulation of miRNA transcription
PPARD,GO_1902894,negative regulation of miRNA transcription
TGFB1,GO_1902895,positive regulation of miRNA transcription
FOXO3,GO_1902895,positive regulation of miRNA transcription
MYC,GO_1902895,positive regulation of miRNA transcription
FOS,GO_1902895,positive regulation of miRNA transcription
NR3C1,GO_1902895,positive regulation of miRNA transcription
TP53,GO_1902895,positive regulation of miRNA transcription
IL6,GO_1902895,positive regulation of miRNA transcription
POU2F1,GO_1902895,positive regulation of miRNA transcription
FGF2,GO_1902895,positive regulation of miRNA transcription
JUN,GO_1902895,positive regulation of miRNA transcription
AR,GO_1902895,positive regulation of miRNA transcription
PPARG,GO_1902895,positive regulation of miRNA transcription
SREBF1,GO_1902895,positive regulation of miRNA transcription
PAX6,GO_1902895,positive regulation of miRNA transcription
EGR1,GO_1902895,positive regulation of miRNA transcription
HIF1A,GO_1902895,positive regulation of miRNA transcription
EZR,GO_1902896,terminal web assembly
EGF,GO_1902966,positive regulation of protein localization to early endosome
EZR,GO_1902966,positive regulation of protein localization to early endosome
PPARA,GO_1903038,negative regulation of leukocyte cell-cell adhesion
TGFB1,GO_1903077,negative regulation of protein localization to plasma membrane
TNF,GO_1903078,positive regulation of protein localization to plasma membrane
EZR,GO_1903078,positive regulation of protein localization to plasma membrane
PRKAA1,GO_1903109,positive regulation of mitochondrial transcription
FOS,GO_1903131,mononuclear cell differentiation
TNF,GO_1903140,regulation of establishment of endothelial barrier
TNFRSF1A,GO_1903140,regulation of establishment of endothelial barrier
SELE,GO_1903238,positive regulation of leukocyte tethering or rolling
SELP,GO_1903238,positive regulation of leukocyte tethering or rolling
FOXO1,GO_1903243,negative regulation of cardiac muscle hypertrophy in response to stress
HSPA1A,GO_1903265,positive regulation of tumor necrosis factor-mediated signaling pathway
TNF,GO_1903347,negative regulation of bicellular tight junction assembly
IL17A,GO_1903348,positive regulation of bicellular tight junction assembly
FGF2,GO_1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
HIF1A,GO_1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
VDR,GO_1903412,response to bile acid
NR1H4,GO_1903413,cellular response to bile acid
HIF1A,GO_1903427,negative regulation of reactive oxygen species biosynthetic process
FOXO3,GO_1903428,positive regulation of reactive oxygen species biosynthetic process
FAS,GO_1903428,positive regulation of reactive oxygen species biosynthetic process
TP53,GO_1903451,negative regulation of G1 to G0 transition
XBP1,GO_1903489,positive regulation of lactation
DRD2,GO_1903530,regulation of secretion by cell
PIK3CA,GO_1903544,response to butyrate
IL17A,GO_1903557,positive regulation of tumor necrosis factor superfamily cytokine production
TSPO,GO_1903579,negative regulation of ATP metabolic process
FGF2,GO_1903672,positive regulation of sprouting angiogenesis
PTEN,GO_1903690,"negative regulation of wound healing, spreading of epidermal cells"
SLC22A1,GO_1903711,spermidine transmembrane transport
SREBF1,GO_1903747,regulation of protein localization to mitochondrion
PRKAA1,GO_1903749,positive regulation of protein localization to mitochondrion
EZR,GO_1903753,negative regulation of p38MAPK cascade
NFE2L2,GO_1903788,positive regulation of glutathione biosynthetic process
TNF,GO_1903829,positive regulation of protein localization
PRKAA1,GO_1903829,positive regulation of protein localization
PPARG,GO_1903845,negative regulation of cellular response to transforming growth factor beta stimulus
SIRT3,GO_1903862,positive regulation of oxidative phosphorylation
ATF6,GO_1903891,regulation of ATF6-mediated unfolded protein response
ATF6,GO_1903893,positive regulation of ATF6-mediated unfolded protein response
BCL2L11,GO_1903896,positive regulation of IRE1-mediated unfolded protein response
BAX,GO_1903896,positive regulation of IRE1-mediated unfolded protein response
HSF1,GO_1903936,cellular response to sodium arsenite
PRKAA1,GO_1903944,negative regulation of hepatocyte apoptotic process
IL6,GO_1903978,regulation of microglial cell activation
LDLR,GO_1903979,negative regulation of microglial cell activation
CYP1A1,GO_1904010,response to Aroclor 1254
TGFB1,GO_1904018,positive regulation of vasculature development
MMP9,GO_1904063,negative regulation of cation transmembrane transport
CSF1,GO_1904141,positive regulation of microglial cell migration
LPL,GO_1904179,positive regulation of adipose tissue development
PPARG,GO_1904179,positive regulation of adipose tissue development
NR1H4,GO_1904179,positive regulation of adipose tissue development
PRKAA1,GO_1904179,positive regulation of adipose tissue development
PRKAA1,GO_1904262,negative regulation of TORC1 signaling
SRC,GO_1904263,positive regulation of TORC1 signaling
NFE2L2,GO_1904294,positive regulation of ERAD pathway
FOS,GO_1904321,response to forskolin
AHR,GO_1904322,cellular response to forskolin
SHH,GO_1904339,negative regulation of dopaminergic neuron differentiation
NFE2L2,GO_1904385,cellular response to angiotensin
ADRB2,GO_1904504,positive regulation of lipophagy
FGF2,GO_1904567,response to wortmannin
SP1,GO_1904568,cellular response to wortmannin
TSHR,GO_1904588,cellular response to glycoprotein
CYP1A1,GO_1904612,"response to 2,3,7,8-tetrachlorodibenzodioxine"
AHR,GO_1904613,"cellular response to 2,3,7,8-tetrachlorodibenzodioxine"
FOS,GO_1904628,cellular response to phorbol 13-acetate 12-myristate
TNF,GO_1904638,response to resveratrol
MMP9,GO_1904645,response to amyloid-beta
MMP3,GO_1904645,response to amyloid-beta
TNF,GO_1904646,cellular response to amyloid-beta
FOXO3,GO_1904646,cellular response to amyloid-beta
ICAM1,GO_1904646,cellular response to amyloid-beta
ADRB2,GO_1904646,cellular response to amyloid-beta
VCAM1,GO_1904646,cellular response to amyloid-beta
PPARD,GO_1904659,D-glucose transmembrane transport
MYC,GO_1904672,regulation of somatic stem cell population maintenance
CYP1A1,GO_1904681,response to 3-methylcholanthrene
CDKN1A,GO_1904706,negative regulation of vascular associated smooth muscle cell proliferation
PPARG,GO_1904706,negative regulation of vascular associated smooth muscle cell proliferation
PTEN,GO_1904706,negative regulation of vascular associated smooth muscle cell proliferation
TNF,GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation
JUN,GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation
FGF2,GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation
MMP9,GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation
DDIT3,GO_1904738,vascular associated smooth muscle cell migration
NFE2L2,GO_1904753,negative regulation of vascular associated smooth muscle cell migration
SP1,GO_1904828,positive regulation of hydrogen sulfide biosynthetic process
TNF,GO_1904880,response to hydrogen sulfide
KDR,GO_1904881,cellular response to hydrogen sulfide
TGFB1,GO_1904894,positive regulation of receptor signaling pathway via STAT
IL6,GO_1904894,positive regulation of receptor signaling pathway via STAT
NR4A2,GO_1904948,midbrain dopaminergic neuron differentiation
TNF,GO_1904996,positive regulation of leukocyte adhesion to vascular endothelial cell
TNF,GO_1904999,positive regulation of leukocyte adhesion to arterial endothelial cell
TGFB1,GO_1905005,regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
TIMP1,GO_1905049,negative regulation of metallopeptidase activity
TSPO,GO_1905144,response to acetylcholine
LDLR,GO_1905167,positive regulation of lysosomal protein catabolic process
CDKN1A,GO_1905179,negative regulation of cardiac muscle tissue regeneration
TSHR,GO_1905229,cellular response to thyrotropin-releasing hormone
TNF,GO_1905235,response to quercetin
TNF,GO_1905242,"response to 3,3',5-triiodo-L-thyronine"
EGF,GO_1905278,positive regulation of epithelial tube formation
FGF2,GO_1905278,positive regulation of epithelial tube formation
FGF2,GO_1905330,regulation of morphogenesis of an epithelium
PPARG,GO_1905461,positive regulation of vascular associated smooth muscle cell apoptotic process
PIK3CA,GO_1905477,positive regulation of protein localization to membrane
CSF1,GO_1905523,positive regulation of macrophage migration
FGF2,GO_1905555,positive regulation of blood vessel branching
CCL2,GO_1905563,negative regulation of vascular endothelial cell proliferation
PPARG,GO_1905563,negative regulation of vascular endothelial cell proliferation
SP1,GO_1905564,positive regulation of vascular endothelial cell proliferation
FGF2,GO_1905564,positive regulation of vascular endothelial cell proliferation
TIMP1,GO_1905641,cellular response to acetaldehyde
TGFB1,GO_1905641,cellular response to acetaldehyde
COL1A1,GO_1905641,cellular response to acetaldehyde
PRKAA1,GO_1905691,lipid droplet disassembly
NR1H4,GO_1905695,positive regulation of phosphatidic acid biosynthetic process
TP53,GO_1905856,negative regulation of pentose-phosphate shunt
LDLR,GO_1905907,negative regulation of amyloid fibril formation
PRKAA1,GO_1990044,protein localization to lipid droplet
FOXO3,GO_1990090,cellular response to nerve growth factor stimulus
BAX,GO_1990117,B cell receptor apoptotic signaling pathway
H2AX,GO_1990166,protein localization to site of double-strand break
TNF,GO_1990268,response to gold nanoparticle
TGFB1,GO_1990314,cellular response to insulin-like growth factor stimulus
DRD2,GO_1990384,hyaloid vascular plexus regression
SLC6A3,GO_1990384,hyaloid vascular plexus regression
TGFB1,GO_1990402,embryonic liver development
XBP1,GO_1990418,response to insulin-like growth factor stimulus
CASP3,GO_1990418,response to insulin-like growth factor stimulus
DDIT3,GO_1990442,intrinsic apoptotic signaling pathway in response to nitrosative stress
FOS,GO_1990646,cellular response to prolactin
